"concentration","sample","SequencingCenter","tissue_or_organ_of_origin","TCGA.code","platform","tissue_source_site","ffpe.status","file_id.expression","artbatch"
0.15,"b71266f4-3fba-49fa-b38f-c206bbd20eaf","UNC","Thyroid gland","LUAD","Illumina","ABS - IUPUI",FALSE,"90c51069-913b-40b7-aa49-87d7c83f8da0","ABS - IUPUIFALSE"
0.18,"c977ad0a-d1ea-4c15-82b0-a1d8f9c24c02","UNC","Pancreas, NOS","LUAD","Illumina","Johns Hopkins",FALSE,"c8afdbba-ec32-4289-8893-6be495151e67","Johns HopkinsFALSE"
0.17,"ee1d8d09-eb19-471e-8a0f-b814c48f01f8","UNC","Thyroid gland","LUAD","Illumina","Thoraxklinik at University Hospital Heidelberg",FALSE,"fbafa538-e9ca-4779-945e-da78402d8db3","Thoraxklinik at University Hospital HeidelbergFALSE"
0.18,"ac3494b7-32aa-455f-a9b0-d7a91589e556","UNC","Colon, NOS","LUAD","Illumina","Johns Hopkins",FALSE,"4c27082d-77e1-4541-82d4-cab578bdedb3","Johns HopkinsFALSE"
0.18,"39a79aa3-1fbd-4051-88d7-ab22de954829","UNC","Skin, NOS","LUAD","Illumina","Candler",FALSE,"10e9d27c-b7e7-4ddb-afaa-972df7f123ef","CandlerFALSE"
0.15,"2c12f4f5-a835-41f3-902a-1969b9e2f184","UNC","Rectum, NOS","LUAD","Illumina","UNC",FALSE,"19b539cb-5a31-482f-a99f-2cbd2eaf42bb","UNCFALSE"
0.15,"9e50f719-449f-4c3f-a085-2145777a2107","UNC","Thyroid gland","LUAD","Illumina","Christiana Healthcare",FALSE,"496e5221-1a98-428e-acca-0a0ac07e96c2","Christiana HealthcareFALSE"
0.15,"21dadc5d-b263-4768-b110-594dc4477031","UNC","Pancreas, NOS","LUAD","Illumina","Indivumed",FALSE,"d94833ee-dce5-4e3e-a61c-1496033a91fc","IndivumedFALSE"
0.14,"f997b336-1a2e-4fd2-a590-dff2500eed07","UNC","Cecum","LUAD","Illumina","Washington University - Cleveland Clinic",FALSE,"e14966ae-c3c6-4875-b35f-504633dcd92c","Washington University - Cleveland ClinicFALSE"
0.14,"8e39e8c2-3148-440e-833d-758a75f7d57f","UNC","Thyroid gland","LUAD","Illumina","Indivumed",FALSE,"2e77cbbb-e041-466e-a52e-9355002e78fc","IndivumedFALSE"
0.15,"1ea3a390-11c6-4c55-9f3e-973c30531405","UNC","Retroperitoneum","LUAD","Illumina","Johns Hopkins",FALSE,"2aa3a12c-43ad-4780-8ad0-f1fb943a34c8","Johns HopkinsFALSE"
0.14,"f0e7e8f1-0c6f-4c8f-b060-bdd5cad61d34","UNC","Thyroid gland","LUAD","Illumina","International Genomics Consortium",FALSE,"43bc7438-a594-4913-92c4-91d0a9bacb0d","International Genomics ConsortiumFALSE"
0.16,"d73b26d5-7084-4407-8dcd-7dec9f13e479","UNC","Connective, subcutaneous and other soft tissues of head, face, and neck","LUAD","Illumina","Christiana Healthcare",FALSE,"dfa20fd8-d698-45bb-b98e-b4e5bd25445c","Christiana HealthcareFALSE"
0.17,"7f841dfd-84db-4a14-8709-9831dba468dd","UNC","Cecum","LUAD","Illumina","Washington University - Cleveland Clinic",FALSE,"c30f5358-067d-420c-a516-ae7880e8527d","Washington University - Cleveland ClinicFALSE"
0.15,"8cac0361-6973-4ae6-a34a-58f355085ec0","UNC","Head of pancreas","LUAD","Illumina","Washington University - St. Louis",FALSE,"12feadf0-ce03-4d45-8979-39fcb56dcf25","Washington University - St. LouisFALSE"
0.17,"fbb97ade-d46c-4ae0-8bb4-7d328ca65db6","UNC","Thyroid gland","LUAD","Illumina","Washington University - NYU",FALSE,"ba54162e-9a85-418a-a27d-80f3dcb7c923","Washington University - NYUFALSE"
0.15,"76f7e2c5-b0eb-4518-b429-f47b992056fe","UNC","Sigmoid colon","LUAD","Illumina","Christiana Healthcare",FALSE,"f15fbbf3-c67e-4e93-8ca9-c26a77a2e3fe","Christiana HealthcareFALSE"
0.15,"29e9f373-25c2-489c-a2f0-5c08ef7a4631","UNC","Thyroid gland","LUAD","Illumina","Washington University - NYU",FALSE,"7ef431d8-0ce4-4b08-8eff-c3e4e1254cdd","Washington University - NYUFALSE"
0.14,"ae2a91da-cf5e-44f6-98a7-68048b5cbe70","UNC","Skin, NOS","LUAD","Illumina","Prince Charles Hospital",FALSE,"05e18968-65a8-4240-a597-57d03c3ec174","Prince Charles HospitalFALSE"
0.15,"695a9c13-a2ed-48a5-8dfd-b920af70cc44","UNC","Tail of pancreas","LUAD","Illumina","University of Pittsburgh",FALSE,"800ae507-ede3-4a23-a8b0-ad96ac7be953","University of PittsburghFALSE"
0.16,"a3195f39-c88e-4f86-8763-725bd2e8c572","UNC","Rectosigmoid junction","LUAD","Illumina","Christiana Healthcare",TRUE,"cc4dad28-ea6c-4480-a2c7-481ef5dc8f08","Christiana HealthcareTRUE"
0.18,"a3a72a59-d1b5-4d06-a8c5-65f4010fd0d4","UNC","Pancreas, NOS","LUAD","Illumina","Washington University - NYU",FALSE,"81be5eaf-0d78-4927-92b1-799cd1ba0490","Washington University - NYUFALSE"
0.15,"c124075a-b578-4c3b-b28c-c37625390593","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","LUAD","Illumina","St Joseph's Medical Center (MD)",FALSE,"f781ad0d-2b09-46e1-b71f-79e33e9bdd7c","St Joseph's Medical Center (MD)FALSE"
0.15,"90db1196-dc41-4afd-8407-4a3ba4d4c237","UNC","Thyroid gland","LUAD","Illumina","Indivumed",FALSE,"50235b25-7a23-42a8-aaa7-479000c74e25","IndivumedFALSE"
0.14,"745f6641-f01a-4c42-9883-f36872514020","UNC","Connective, subcutaneous and other soft tissues of pelvis","LUAD","Illumina","ILSBio",FALSE,"ccf08842-c001-43be-b2c4-7a37499dcd18","ILSBioFALSE"
0.14,"66f9ad85-025d-4a19-af22-cbaccd4ed50f","UNC","Rectum, NOS","LUAD","Illumina","Washington University - Emory",FALSE,"386805b9-0738-400a-bfa7-a0d226648e59","Washington University - EmoryFALSE"
0.14,"19ae40eb-b025-4fc4-a891-68f6be1d10c4","UNC","Thyroid gland","LUAD","Illumina","University of Pittsburgh",FALSE,"59fbdda7-7cd1-44e3-8b18-736e6e3898b2","University of PittsburghFALSE"
0.15,"2536f233-26b0-4668-9de7-7247abcf1939","UNC","Hepatic flexure of colon","LUAD","Illumina","Johns Hopkins",FALSE,"389a2ad9-e97b-4875-8268-277646d6c578","Johns HopkinsFALSE"
0.14,"6cb6bdfb-c9fd-43c3-adb9-8cef38aaff09","UNC","Connective, subcutaneous and other soft tissues of abdomen","LUAD","Illumina","International Genomics Consortium",FALSE,"a557adfa-e387-423b-83cf-848b7688202c","International Genomics ConsortiumFALSE"
0.15,"eb277d87-4f57-428e-ac52-122ac3b191c1","UNC","Head of pancreas","LUAD","Illumina","Prince Charles Hospital",FALSE,"54a6eaea-df92-45fd-aafd-493893e32972","Prince Charles HospitalFALSE"
0.14,"30da39db-3e77-493d-8420-2f2564e4b1b0","UNC","Thyroid gland","LUAD","Illumina","International Genomics Consortium",FALSE,"fc89fed4-129d-4a09-ab35-bb5600a13861","International Genomics ConsortiumFALSE"
0.15,"aca31428-2094-447b-8aa9-876117e27679","UNC","Thyroid gland","LUAD","Illumina","Washington University - NYU",FALSE,"4f5dde66-374b-49dc-a832-d4b9dce3e8c4","Washington University - NYUFALSE"
0.16,"c6c7990b-38e2-4dd7-abe4-082d8205dc3e","UNC","Head of pancreas","LUAD","Illumina","Washington University - Rush University",FALSE,"299102f7-9ef8-49b2-a815-3f0faf176006","Washington University - Rush UniversityFALSE"
0.13,"6c83cb7e-2af5-4241-8afd-ba1bf71f73e1","UNC","Descending colon","LUAD","Illumina","University of Pittsburgh",FALSE,"7c7d3aa4-4b9a-4ecb-b2ef-9b4d5a14f1f8","University of PittsburghFALSE"
0.13,"53fb795a-cfcd-402a-9e2c-9e4d401aba26","UNC","Descending colon","LUAD","Illumina","International Genomics Consortium",FALSE,"c11586bf-45c4-4d16-9f80-09dd4594a181","International Genomics ConsortiumFALSE"
0.15,"88a8c964-9016-4d53-b7bc-19f643dbb9d5","UNC","Tail of pancreas","LUAD","Illumina","ABS - Lahey Clinic",FALSE,"dbbd28f1-5e60-4735-9b90-0bdc25c96387","ABS - Lahey ClinicFALSE"
0.14,"820444d7-1102-4762-989b-8d90af08f885","UNC","Ascending colon","LUAD","Illumina","ILSBio",FALSE,"34bbba6e-7da4-40e6-af3c-cba81ea2569b","ILSBioFALSE"
0.16,"4a208038-7f43-4a5b-b5bf-3c41cc1f64c8","UNC","Sigmoid colon","LUAD","Illumina","Ontario Institute for Cancer Research (OICR)",FALSE,"d0cb7fae-f8b0-4f56-bbb0-b1ced83df2fa","Ontario Institute for Cancer Research (OICR)FALSE"
0.16,"8f8e4add-a6ef-49b7-83b1-c81157d64802","UNC","Skin, NOS","LUAD","Illumina","International Genomics Consortium",FALSE,"ea4c59e3-a310-4cc6-a5a6-1505dbda31a4","International Genomics ConsortiumFALSE"
0.18,"2e217951-c9ab-48eb-a850-c3b41299a1c9","UNC","Connective, subcutaneous and other soft tissues of pelvis","LUAD","Illumina","Asterand",FALSE,"ef5e6be8-abb1-4048-a9f7-b71a8313c02c","AsterandFALSE"
0.16,"4b725a43-5493-4a07-8d21-e237763be6d6","UNC","Head of pancreas","LUAD","Illumina","Christiana Healthcare",FALSE,"f35e9411-bd35-40ae-97cc-8f4eff0d036b","Christiana HealthcareFALSE"
0.13,"7dde9229-a172-466f-b4f5-12508fb3938a","UNC","Thyroid gland","LUAD","Illumina","Prince Charles Hospital",FALSE,"b387f364-578b-413f-9e6e-83f7afb26ff5","Prince Charles HospitalFALSE"
0.14,"e65b6e1f-6307-46f6-b7e8-0ec4d0e9f81d","UNC","Cecum","LUAD","Illumina","Roswell Park",FALSE,"c1d3cd9f-f856-49ef-9db0-39e619095e95","Roswell ParkFALSE"
0.16,"c0c54d0d-21c5-4342-a718-7168e1f7c6f2","UNC","Thyroid gland","LUAD","Illumina","Washington University - Mayo Clinic",FALSE,"8cc6d442-d11c-4f27-8964-fd94c071a847","Washington University - Mayo ClinicFALSE"
0.15,"4cfb07bb-c8a1-4588-8f75-2b05566aa458","UNC","Head of pancreas","LUAD","Illumina","Washington University - NYU",FALSE,"b4776621-855c-47be-8484-b5f91f1585f9","Washington University - NYUFALSE"
0.15,"48faa87a-9523-4ce7-8e57-43080b3044f1","UNC","Sigmoid colon","LUAD","Illumina","St Joseph's Medical Center (MD)",FALSE,"b6bd3326-1299-4f80-84ee-41336cee6447","St Joseph's Medical Center (MD)FALSE"
0.15,"65a3b0d7-8d49-4aa1-8f31-ec0c7356612d","UNC","Pancreas, NOS","LUAD","Illumina","Indivumed",FALSE,"9c740043-d02a-412a-851b-cfcb625e04c4","IndivumedFALSE"
0.18,"9a6ffae0-b589-4aaf-b9a1-aadc47617e75","UNC","Thyroid gland","LUAD","Illumina","Washington University - Mayo Clinic",FALSE,"11edb1d1-38e2-40d6-b422-a15ec3315a5c","Washington University - Mayo ClinicFALSE"
0.15,"973cc64f-2a44-44de-aae9-0ce396e8c163","UNC","Head of pancreas","LUAD","Illumina","Christiana Healthcare",FALSE,"66caabe4-2b3f-41bb-8cbe-6f7413a2cacf","Christiana HealthcareFALSE"
0.15,"9d2775cb-f53e-42d1-ae7e-5aad61a9e845","UNC","Cecum","LUAD","Illumina","University of Pittsburgh",FALSE,"fb60dad5-dff1-43b7-8a69-3db0d888d308","University of PittsburghFALSE"
0.15,"9cb36752-20be-4f5d-b051-66084b8d10b8","UNC","Head of pancreas","LUAD","Illumina","Prince Charles Hospital",FALSE,"54a57813-e303-4f40-af5b-cc31dcdb08f4","Prince Charles HospitalFALSE"
0.15,"3d1765d1-ded5-405f-b22c-ebfefe17b130","UNC","Skin, NOS","LUAD","Illumina","Indivumed",FALSE,"bce15e8a-6f1e-4e15-ba7a-f064ccb38ccc","IndivumedFALSE"
0.18,"1efefb28-4c8c-4d38-8969-7fae71f60dca","UNC","Thyroid gland","LUAD","Illumina","Johns Hopkins",FALSE,"3d81f613-bd3d-4037-bd22-c32fe41c0c1f","Johns HopkinsFALSE"
0.15,"fed45eec-0500-427c-8c46-df96610786e7","UNC","Head of pancreas","LUAD","Illumina","St Joseph's Medical Center (MD)",FALSE,"ecd5664e-5c82-4db5-b4c5-7a4e72f89395","St Joseph's Medical Center (MD)FALSE"
0.14,"7e7056b3-278a-4347-aa64-52c9b0cdfc24","UNC","Ascending colon","LUAD","Illumina","Indivumed",FALSE,"0908ba82-9b98-41d7-a512-48420d290f34","IndivumedFALSE"
0.13,"ba440bc4-65ea-4a08-aaaf-d6a5a8d0c94e","UNC","Head of pancreas","LUAD","Illumina","Asterand",FALSE,"c5983e0c-5cb5-4440-b18b-fb4038505447","AsterandFALSE"
0.15,"ce9c0d52-542b-4586-99b0-4c409582e76d","UNC","Colon, NOS","LUAD","Illumina","Johns Hopkins",FALSE,"ba8a6633-0876-45f5-a9b1-17e0fe19fe29","Johns HopkinsFALSE"
0.15,"e7360ca7-60c2-4672-9d22-f7e81743ffdf","UNC","Thyroid gland","LUAD","Illumina","Washington University - NYU",FALSE,"550dc8b6-cd84-46e7-8ac0-05189ff8806c","Washington University - NYUFALSE"
0.14,"c3cfdb7c-dacd-4c59-96a5-c498f374341e","UNC","Head of pancreas","LUAD","Illumina","Washington University - NYU",FALSE,"37f4b5fb-ea88-4adc-8c7b-41cc155fb4b2","Washington University - NYUFALSE"
0.13,"1e0021fe-8d1e-4705-b668-d59082a19a0e","UNC","Thyroid gland","LUAD","Illumina","Roswell Park",FALSE,"59b98b28-a98c-47c0-80bc-f67ae7ea4717","Roswell ParkFALSE"
0.17,"a75b5b63-8646-425f-b074-a228c1357b1e","UNC","Thyroid gland","LUAD","Illumina","Candler",FALSE,"71899d14-1b01-451f-99b9-be8c13df032b","CandlerFALSE"
0.18,"13d8014f-84a2-4355-8dd8-11608a96a9e6","UNC","Sigmoid colon","LUAD","Illumina","Washington University - Rush University",FALSE,"3ad1aaed-4965-4ee9-8d6d-f550a6b7384f","Washington University - Rush UniversityFALSE"
0.17,"d73da7df-1fb8-40d4-87a5-117e001d2609","UNC","Head of pancreas","LUAD","Illumina","Washington University - Mayo Clinic",FALSE,"553f585c-8dbd-42ed-8d3e-1eb42c15ae0c","Washington University - Mayo ClinicFALSE"
0.14,"3ae44dc0-6028-4507-9254-f4f25afe23e9","UNC","Cecum","LUAD","Illumina","International Genomics Consortium",FALSE,"916f8b6b-aed8-4b59-b732-d69c6de026fa","International Genomics ConsortiumFALSE"
0.15,"53a5c477-09d4-4f68-bc61-86e6fb9aa04f","UNC","Thyroid gland","LUAD","Illumina","ABS - IUPUI",FALSE,"c7dbb413-1f2c-472e-8158-6bd6fd69a77a","ABS - IUPUIFALSE"
0.16,"4e26b56d-ad4d-462f-8c6a-3c59785faade","UNC","Skin, NOS","LUAD","Illumina","Washington University - Emory",FALSE,"dbec34c4-03d2-49a9-a39e-afd006bd2bcb","Washington University - EmoryFALSE"
0.14,"28a0394a-37f7-41db-91a4-2e6ef855fa40","UNC","Thyroid gland","LUAD","Illumina","Roswell Park",FALSE,"024d37ff-309d-470c-8fff-72f94bf4b41e","Roswell ParkFALSE"
0.17,"137f045f-ee3a-42b4-8e8e-56e0f63aa602","UNC","Head of pancreas","LUAD","Illumina","International Genomics Consortium",FALSE,"d1c4bee4-14d0-4c0b-bf1f-a52e88ca418b","International Genomics ConsortiumFALSE"
0.15,"b47801d7-7b13-4da2-af5f-1d357cb86ca7","UNC","Hepatic flexure of colon","LUAD","Illumina","Christiana Healthcare",FALSE,"1208ffe2-983c-4bb3-90dd-4cc8b9918830","Christiana HealthcareFALSE"
0.18,"be2ba5b6-5652-4daa-a29f-e4db98262008","UNC","Ascending colon","LUAD","Illumina","Christiana Healthcare",FALSE,"d604672a-2000-4dfc-b417-94503c57c951","Christiana HealthcareFALSE"
0.14,"c49020ee-ccb5-4c6d-9f08-c557ff6c9fe4","UNC","Thyroid gland","LUAD","Illumina","Indivumed",FALSE,"bf875f56-0d7b-4e5d-8f34-c67cb9428cfb","IndivumedFALSE"
0.14,"11b19d9f-2dd3-4111-b479-d326e001c3a4","UNC","Body of pancreas","LUAD","Illumina","Fox Chase",FALSE,"c5860232-abd2-4bbb-84d4-12c88b101e2c","Fox ChaseFALSE"
0.15,"f1a3a6dd-2cb6-4d30-b889-f2fa1eda81ef","UNC","Skin, NOS","LUAD","Illumina","UNC",FALSE,"c787b215-c402-429d-a484-d9678ec2fcff","UNCFALSE"
0.15,"e520bb6b-4690-4cab-a268-9d1d5ffa7e80","UNC","Head of pancreas","LUAD","Illumina","Thoraxklinik at University Hospital Heidelberg",FALSE,"4a2ff64f-e298-4999-9337-6f8389c4b0b3","Thoraxklinik at University Hospital HeidelbergFALSE"
0.16,"09b29b42-6e0c-4d38-a3bd-446f62554c15","UNC","Thyroid gland","LUAD","Illumina","University of Miami",FALSE,"e0afa2f9-4cb2-4689-bee6-d1b85981540a","University of MiamiFALSE"
0.15,"301806f7-e592-4cc1-be8c-664a035a4551","UNC","Tail of pancreas","LUAD","Illumina","University of Pittsburgh",FALSE,"537f50e2-2c6e-45a1-96dc-390e52b31d8e","University of PittsburghFALSE"
0.15,"cb20ebe7-abc8-4c1d-a2bb-10f2403a5a2b","UNC","Thyroid gland","LUAD","Illumina","University of Pittsburgh",FALSE,"945660a9-42be-4a69-85e0-9ad225dede54","University of PittsburghFALSE"
0.15,"bd2eac4a-2325-4792-b172-7d96625a1800","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","LUAD","Illumina","Prince Charles Hospital",FALSE,"3adc8e41-197c-444c-a1a7-4eba3d1b9785","Prince Charles HospitalFALSE"
0.14,"509b1e8b-8e1e-4d27-b9c7-a13942ae5dc9","UNC","Thyroid gland","LUAD","Illumina","Prince Charles Hospital",FALSE,"7d681677-05d5-472b-a969-5c6840e86ca3","Prince Charles HospitalFALSE"
0.17,"c5da92a7-03e7-406a-ae2e-716c0a123f49","UNC","Thyroid gland","LUAD","Illumina","International Genomics Consortium",FALSE,"c2a2198e-46e3-46ac-84d7-152eb2803643","International Genomics ConsortiumFALSE"
0.15,"a448f999-ad59-4226-8779-4f8605c342f7","UNC","Retroperitoneum","LUAD","Illumina","International Genomics Consortium",FALSE,"584e549f-a46a-4650-8229-d12ba79edfeb","International Genomics ConsortiumFALSE"
0.13,"eaf344c1-a5e8-4893-b17e-4a0dbb1bf2de","UNC","Retroperitoneum","LUAD","Illumina","International Genomics Consortium",FALSE,"ecd9091a-4d46-4a74-ada2-24c4b2e64526","International Genomics ConsortiumFALSE"
0.15,"da524c6d-086a-49f9-8d5d-22fc690c0ede","UNC","Sigmoid colon","LUAD","Illumina","Washington University - Alabama",FALSE,"cebde574-89a9-4d85-a778-b54a32af3d21","Washington University - AlabamaFALSE"
0.18,"a504c9a3-2365-40ea-8bf9-d543be188ac1","UNC","Head of pancreas","LUAD","Illumina","Christiana Healthcare",TRUE,"6053694e-8b83-4f2e-9558-9cee6a0f3645","Christiana HealthcareTRUE"
0.16,"446d5ad5-9a70-4c04-beaa-8ade91b6af72","UNC","Descending colon","LUAD","Illumina","Asterand",FALSE,"0b88d607-858f-4835-82df-5ea31924b34b","AsterandFALSE"
0.13,"00ac4e10-9bbe-4b6a-94d1-70c49dfffeb7","UNC","Rectosigmoid junction","LUAD","Illumina","Asterand",FALSE,"3b4546b8-0423-4d32-8854-365f7ae4f2f9","AsterandFALSE"
0.15,"e04e75df-fdd1-4954-903e-919bf9a500ed","UNC","Skin, NOS","LUAD","Illumina","International Genomics Consortium",FALSE,"5f47bd26-2821-4011-b2e4-8f196eacf485","International Genomics ConsortiumFALSE"
0.15,"b2fd4a95-e76a-45c8-83d2-88ca7a2f285a","UNC","Thyroid gland","LUAD","Illumina","Fox Chase",FALSE,"9a688f9e-78ac-4ef3-8018-0d0d7bcd8db5","Fox ChaseFALSE"
0.15,"1c1ec024-26ac-4315-bde1-151889698c06","UNC","Tail of pancreas","LUAD","Illumina","Washington University - Cleveland Clinic",FALSE,"97ad1af5-5e58-4908-bb49-16a20d0f7f3a","Washington University - Cleveland ClinicFALSE"
0.18,"14b9f296-30e5-48d9-8129-89c665c28a6a","UNC","Head of pancreas","LUAD","Illumina","International Genomics Consortium",FALSE,"70b6cb22-87a5-4179-bb47-d6f69db5c885","International Genomics ConsortiumFALSE"
0.14,"d9e776ec-8263-4bda-ab94-589017c7c226","UNC","Head of pancreas","LUAD","Illumina","Fox Chase",FALSE,"78882db5-197b-43dd-b8f8-9ea9503f714e","Fox ChaseFALSE"
0.15,"f76af440-35f6-44a7-9cb7-6ef05f2ccefc","UNC","Thyroid gland","LUAD","Illumina","Indivumed",FALSE,"77c6e9b5-926e-4eec-be86-efc6627bda2f","IndivumedFALSE"
0.14,"35e88729-e30c-47f4-93ae-6aece716ac36","UNC","Skin, NOS","LUAD","Illumina","International Genomics Consortium",FALSE,"cc603c13-476f-4234-98a1-b26c865ce959","International Genomics ConsortiumFALSE"
0.16,"e8fa1835-5df9-4d83-b770-373579f6c47c","UNC","Head of pancreas","LUAD","Illumina","International Genomics Consortium",FALSE,"6b26c1e5-14f3-4a99-9f09-2f398cc2a7a5","International Genomics ConsortiumFALSE"
0.14,"850dfca7-2aef-4f86-861a-020e59225848","UNC","Thyroid gland","LUAD","Illumina","International Genomics Consortium",FALSE,"d5379598-42ae-489e-8335-73ee24974507","International Genomics ConsortiumFALSE"
0.14,"0d674012-2baa-4b6e-afe5-735f19990a52","UNC","Thyroid gland","LUAD","Illumina","Christiana Healthcare",FALSE,"79adaacc-ae37-4229-84b6-0aa5a51b57e3","Christiana HealthcareFALSE"
0.15,"cbd63c65-48ba-44d5-87d0-01eac5a02f8e","UNC","Thyroid gland","LUAD","Illumina","International Genomics Consortium",FALSE,"7727bbb5-8d25-481d-bcd9-6af2f75058b5","International Genomics ConsortiumFALSE"
0.15,"247f245e-7878-4d0f-b550-a4ea6be16fb4","UNC","Thyroid gland","LUAD","Illumina","Prince Charles Hospital",FALSE,"858da8ac-115a-4009-a189-c7dee6e96093","Prince Charles HospitalFALSE"
0.18,"07070314-1ee2-4513-b570-18b9a2932239","UNC","Tail of pancreas","LUAD","Illumina","Washington University - NYU",FALSE,"02b0093c-2ab3-4213-a5df-ac526ed1d973","Washington University - NYUFALSE"
0.15,"c84c951d-cb36-4ad9-996f-ac86c5598fa6","UNC","Head of pancreas","LUAD","Illumina","Fox Chase",FALSE,"b0feb1c4-a349-4128-a4aa-d98ea7ac8ffb","Fox ChaseFALSE"
0.13,"366a55f7-b07e-468f-9ca8-7f81cf4e5cde","UNC","Hepatic flexure of colon","LUAD","Illumina","Christiana Healthcare",FALSE,"82a7b49d-8df5-49dc-a573-074ab9238370","Christiana HealthcareFALSE"
0.16,"cbbdc70a-1335-419c-bd1a-19034f1a8042","UNC","Thyroid gland","LUAD","Illumina","Washington University - Mayo Clinic",FALSE,"3470fae1-e405-4f54-b180-0fc50190074a","Washington University - Mayo ClinicFALSE"
0.13,"8186bc3b-c96a-4d65-9fa9-c339f482caaa","UNC","Head of pancreas","LUAD","Illumina","University of Pittsburgh",FALSE,"14f333d4-e0ca-4205-977f-5f878d27a245","University of PittsburghFALSE"
0.16,"7fa173e0-d1f0-46c1-8776-f8109013bdd4","UNC","Thyroid gland","LUAD","Illumina","University of Pittsburgh",FALSE,"de39d688-aac5-400c-8c51-c64830d8623a","University of PittsburghFALSE"
0.15,"8a244a9d-d1f8-4c4d-904a-fbd998f5b7ba","UNC","Head of pancreas","LUAD","Illumina","Washington University - NYU",FALSE,"13351082-b874-4dad-bc2d-b686a11218f9","Washington University - NYUFALSE"
0.15,"ba995a89-5850-4b27-82ce-fb87f649a388","UNC","Thyroid gland","LUAD","Illumina","Washington University - Alabama",FALSE,"ffc6ab9c-5795-45b6-8bbe-a42d6e5914a3","Washington University - AlabamaFALSE"
0.16,"6c59c1a7-f69e-457d-8a20-8591f2b9f9c5","UNC","Thyroid gland","LUAD","Illumina","Thoraxklinik at University Hospital Heidelberg",FALSE,"4b2b8d75-913d-4467-a5f4-9ce41d363913","Thoraxklinik at University Hospital HeidelbergFALSE"
0.18,"9d5fde39-1fc9-4079-b095-bdc94bbb3679","UNC","Sigmoid colon","LUAD","Illumina","ABS - Lahey Clinic",FALSE,"19683bd2-b6ae-4802-a847-0d70122337f8","ABS - Lahey ClinicFALSE"
0.15,"09d8eeb4-70de-4c34-8513-7c803464f136","UNC","Ascending colon","LUAD","Illumina","International Genomics Consortium",FALSE,"a1b8e851-b76c-4719-b923-e17b39ee0b0f","International Genomics ConsortiumFALSE"
0.16,"08cb01fd-13d6-4457-86d7-2e526b115f4a","UNC","Descending colon","LUAD","Illumina","University of Pittsburgh",FALSE,"9b891c5c-5b9f-47c4-81f2-89da98bb2941","University of PittsburghFALSE"
0.14,"92e1bb3e-7f6d-4128-bb6f-8cbbab1444a6","UNC","Thyroid gland","LUAD","Illumina","Christiana Healthcare",FALSE,"b136212f-71e1-4cd9-9e8e-f0ac36f5c02e","Christiana HealthcareFALSE"
0.15,"7fb26f86-492c-4f47-ab91-dc9663d95e7a","UNC","Pancreas, NOS","LUAD","Illumina","Christiana Healthcare",FALSE,"14bc7421-c96e-4327-afae-ccc80a75f4e7","Christiana HealthcareFALSE"
0.16,"6584e703-dd5d-4d87-9072-9942ec94c8c6","UNC","Head of pancreas","LUAD","Illumina","International Genomics Consortium",FALSE,"3455fb41-0f1e-4313-aca9-31b59fa265e0","International Genomics ConsortiumFALSE"
0.15,"49205969-292e-49d1-a9a7-fcc8454488c8","UNC","Thyroid gland","LUAD","Illumina","International Genomics Consortium",FALSE,"16b06f07-ed36-4dd4-8be7-6cd7a0127564","International Genomics ConsortiumFALSE"
0.15,"28abf667-43be-4a53-865c-924ce7ee3dd8","UNC","Thyroid gland","LUAD","Illumina","Cureline",FALSE,"1cb37883-d1f7-4b3e-94bb-9970325dec95","CurelineFALSE"
0.14,"3b29b654-2513-49f0-98d3-d7c266d8414e","UNC","Skin, NOS","LUAD","Illumina","International Genomics Consortium",FALSE,"41f12b8a-5304-4cb2-8154-bbb163c8bffa","International Genomics ConsortiumFALSE"
0.18,"f5474fb4-47b8-43d1-8798-c204bd08f65a","UNC","Tongue, NOS","LUAD","Illumina","Washington University - St. Louis",FALSE,"a62bfc9d-0b43-4ffd-80c9-df582c23a5b8","Washington University - St. LouisFALSE"
